relation	pattern
associatedBand	also played on album;
associatedBand	played on album;
associatedBand	also played keyboards;
associatedBand	played keyboards;
associatedBand	also photographed [[con]] directed over [[num]] music videos;
associatedBand	has directed [[con]] produced music videos for;
associatedBand	has directed music videos for;
associatedBand	directed music videos for performers [[adj]];
associatedBand	produced music videos for;
associatedBand	also directed [[adj]] music videos for;
associatedBand	music videos for artists [[adj]];
associatedBand	to form [[con]];
associatedBand	[[adj]] form of;
associatedBand	[[mod]] form with;
associatedBand	to form with;
associatedBand	[[det]] form [[adj]];
associatedBand	to form [[prp]];
associatedBand	form of;
associatedBand	[[det]] form of;
associatedBand	[[con]] form;
associatedBand	[[det]] form;
associatedBand	[[adj]] form;
associatedBand	so called;
associatedBand	had called;
associatedBand	called on;
associatedBand	what called;
associatedBand	then called on;
associatedBand	of called;
associatedBand	called [[prp]];
associatedBand	was called on;
associatedBand	called as;
associatedBand	for called along;
associatedBand	[[pro]] called [[det]];
associatedBand	been called [[det]];
associatedBand	been called [[num]];
associatedBand	be called [[det]];
associatedBand	when called;
associatedBand	once called [[det]];
associatedBand	not called;
associatedBand	called after;
associatedBand	[[num]] called;
associatedBand	also called [[adj]];
associatedBand	called of;
associatedBand	been called up;
associatedBand	called [[pro]];
associatedBand	often called [[det]];
associatedBand	is called [[con]];
associatedBand	was called upon;
associatedBand	also called [[con]];
associatedBand	sometimes called;
associatedBand	is called in;
associatedBand	as called;
associatedBand	called up;
associatedBand	was called by;
associatedBand	called was;
associatedBand	is called as;
associatedBand	never called;
associatedBand	once called;
associatedBand	was called into;
associatedBand	[[adj]] called with;
associatedBand	called with;
associatedBand	[[con]] called;
associatedBand	while called;
associatedBand	called by;
associatedBand	has called [[pro]];
associatedBand	is called;
associatedBand	being called of;
associatedBand	s called;
associatedBand	often called;
associatedBand	always called;
associatedBand	also called for;
associatedBand	is called by;
associatedBand	who called;
associatedBand	called upon;
associatedBand	called back;
associatedBand	been called by;
associatedBand	[[con]] called [[det]];
associatedBand	was called of;
associatedBand	never called [[con]];
associatedBand	was called after;
associatedBand	been called;
associatedBand	being called;
associatedBand	also called;
associatedBand	is called [[det]];
associatedBand	are called;
associatedBand	was called [[con]];
associatedBand	was called;
associatedBand	later called;
associatedBand	called along;
associatedBand	has called;
associatedBand	called [[det]];
associatedBand	called out;
associatedBand	has called [[det]];
associatedBand	called [[adj]];
associatedBand	[[det]] called;
associatedBand	was called out;
associatedBand	called [[con]];
associatedBand	which called;
associatedBand	called [[num]];
associatedBand	sometimes called [[det]];
associatedBand	with called;
associatedBand	be called;
associatedBand	called s;
associatedBand	was called [[det]];
associatedBand	also called was;
associatedBand	that called;
associatedBand	then called as;
associatedBand	also called [[det]];
associatedBand	[[adj]] called;
associatedBand	called de;
associatedBand	that called [[det]];
associatedBand	been called [[adj]];
associatedBand	s called [[det]];
associatedBand	what called [[det]];
associatedBand	usually called;
associatedBand	whom called;
associatedBand	called to;
associatedBand	called for;
associatedBand	called see;
associatedBand	called where;
associatedBand	was called as;
associatedBand	[[pro]] called;
associatedBand	then called;
associatedBand	also called out;
associatedBand	artists including;
associatedBand	artists including [[con]];
associatedBand	[[adj]] artists including;
associatedBand	with artists including de;
associatedBand	performed with [[det]] likes of;
associatedBand	to join band;
associatedBand	also written singles including [[num]] hits for;
associatedBand	has written singles including;
associatedBand	also managed [[det]] careers;
associatedBand	managed [[det]] careers;
associatedBand	well known stars [[con]] labels including;
associatedBand	has managed [[det]] careers of;
associatedBand	managed [[det]] careers of;
associatedBand	managed [[det]] [[adj]] careers of;
associatedBand	to write songs for;
associatedBand	asked to join;
associatedBand	asked to join [[det]];
associatedBand	backed up [[adj]] musicians [[det]] years including;
associatedBand	backed [[adj]] musicians including;
associatedBand	has played with artists [[adj]];
associatedBand	has played by [[adj]] artists [[con]];
associatedBand	played for [[adj]] artists as;
associatedBand	have played with [[adj]] artists [[adj]];
associatedBand	has played with [[adj]] artists as;
associatedBand	also played with [[adj]] artists [[adj]];
associatedBand	background vocals on;
associatedBand	background vocals for;
associatedBand	to perform with;
associatedBand	to perform as;
associatedBand	joined [[det]] indie rock band;
associatedBand	joined [[det]] rock band;
associatedBand	indie rock band;
associatedBand	also recorded jazz musicians;
associatedBand	has recorded with [[adj]] jazz musicians [[adj]];
associatedBand	[[adj]] contributions to;
associatedBand	contributions to;
associatedBand	has worked in bands;
associatedBand	worked in [[det]] bands of;
associatedBand	has worked [[con]] recorded including;
associatedBand	worked [[con]] recorded including;
associatedBand	has recorded [[con]] has worked with [[det]] including;
associatedBand	worked [[con]] guitarist;
associatedBand	worked with guitarist;
associatedBand	gave [[prp]];
associatedBand	gave to;
associatedBand	then gave to;
associatedBand	[[adj]] gave;
associatedBand	when gave;
associatedBand	gave [[con]];
associatedBand	[[con]] gave [[pro]];
associatedBand	that gave;
associatedBand	while gave;
associatedBand	gave [[det]];
associatedBand	[[con]] gave [[adj]];
associatedBand	gave [[pro]];
associatedBand	gave up;
associatedBand	[[det]] gave;
associatedBand	also gave [[adj]];
associatedBand	[[con]] gave to;
associatedBand	which gave;
associatedBand	where gave;
associatedBand	then gave;
associatedBand	later gave;
associatedBand	gave [[num]];
associatedBand	gave [[adj]];
associatedBand	[[num]] gave;
associatedBand	also gave;
associatedBand	[[con]] gave up;
associatedBand	gave way;
associatedBand	after gave;
associatedBand	who gave [[prp]];
associatedBand	then gave [[pro]];
associatedBand	gave away;
associatedBand	also gave [[num]];
associatedBand	[[con]] gave;
associatedBand	who gave;
associatedBand	[[con]] gave [[det]];
associatedBand	[[det]] production;
associatedBand	[[det]] production by;
associatedBand	production for;
associatedBand	[[con]] production;
associatedBand	production [[con]];
associatedBand	[[adj]] production;
associatedBand	[[num]] production of;
associatedBand	in production;
associatedBand	production of;
associatedBand	[[det]] production of;
associatedBand	[[adj]] production at;
associatedBand	s production of;
associatedBand	[[con]] cofounder of;
associatedBand	[[det]] cofounder [[con]];
associatedBand	[[det]] cofounder [[det]];
associatedBand	is cofounder [[con]];
associatedBand	[[det]] cofounder;
associatedBand	[[con]] cofounder;
associatedBand	was cofounder of;
associatedBand	[[det]] cofounder of;
associatedBand	was cofounder [[con]];
associatedBand	is cofounder of;
associatedBand	also cofounder of;
associatedBand	cofounder of;
associatedBand	made guest appearances with acts including [[det]];
associatedBand	has worked with [[det]] leading orchestras including [[det]];
associatedBand	made guest appearances including [[det]];
associatedBand	performed with [[adj]] singer;
associatedBand	also performed with singer;
associatedBand	performed with singer;
associatedBand	performed with [[adj]] singer [[adj]];
associatedBand	also got;
associatedBand	got out;
associatedBand	got [[adj]];
associatedBand	got away;
associatedBand	got back;
associatedBand	got into;
associatedBand	got to;
associatedBand	that got;
associatedBand	when got;
associatedBand	then got;
associatedBand	[[pro]] got;
associatedBand	where got;
associatedBand	got off;
associatedBand	while got;
associatedBand	how got;
associatedBand	got with;
associatedBand	got [[con]];
associatedBand	after got;
associatedBand	got [[pro]];
associatedBand	[[con]] got;
associatedBand	got [[num]];
associatedBand	also got [[adj]];
associatedBand	got on;
associatedBand	got [[det]];
associatedBand	got up;
associatedBand	as got;
associatedBand	[[con]] got [[det]];
associatedBand	reunion with;
associatedBand	[[det]] reunion with;
associatedBand	[[adj]] reunion;
associatedBand	is known including;
associatedBand	particularly known including;
associatedBand	best known including;
associatedBand	best known including [[con]];
associatedBand	best known including [[det]];
associatedBand	performed [[det]] duet of;
associatedBand	also performed [[det]] duet with;
associatedBand	performed [[det]] duet with;
associatedBand	has performed as [[det]] duet with;
associatedBand	s album as;
associatedBand	on album;
associatedBand	[[adj]] album [[adj]];
associatedBand	[[con]] album;
associatedBand	[[det]] album for;
associatedBand	[[adj]] album which;
associatedBand	s album on;
associatedBand	[[det]] album with;
associatedBand	for album;
associatedBand	musicians [[con]];
associatedBand	[[adj]] musicians [[adj]];
associatedBand	with musicians [[adj]];
associatedBand	[[con]] musicians;
associatedBand	musicians [[adj]];
associatedBand	[[adj]] musicians;
associatedBand	[[num]] musicians;
associatedBand	[[adj]] sister who;
associatedBand	with sister;
associatedBand	[[con]] sister;
associatedBand	[[det]] sister who;
associatedBand	[[det]] sister of;
associatedBand	[[prp]] sister [[con]];
associatedBand	[[det]] sister [[con]];
associatedBand	[[con]] sister of;
associatedBand	s sister who;
associatedBand	[[num]] sister;
associatedBand	was sister to;
associatedBand	[[det]] sister to;
associatedBand	is sister;
associatedBand	[[adj]] sister [[con]];
associatedBand	was sister of;
associatedBand	sister was;
associatedBand	[[adj]] sister of;
associatedBand	by sister;
associatedBand	[[pro]] sister;
associatedBand	[[adj]] sister;
associatedBand	sister of;
associatedBand	sister to;
associatedBand	[[prp]] sister;
associatedBand	s sister [[con]];
associatedBand	[[det]] sister [[num]];
associatedBand	sister [[adj]];
associatedBand	to sister;
associatedBand	[[adj]] sister to;
associatedBand	was sister;
associatedBand	s sister [[det]];
associatedBand	[[det]] sister;
associatedBand	s sister [[adj]];
associatedBand	s sister;
associatedBand	founded [[det]] group;
associatedBand	to audition for;
associatedBand	[[det]] audition;
associatedBand	starred as [[adj]] alongside;
associatedBand	then starred alongside;
associatedBand	starred [[adj]] alongside;
associatedBand	also starred alongside;
associatedBand	has starred alongside;
associatedBand	starred alongside [[con]];
associatedBand	starred as alongside;
associatedBand	starred alongside in;
associatedBand	then starred alongside [[con]];
associatedBand	also starred alongside [[con]];
associatedBand	[[adj]] starred alongside;
associatedBand	starred alongside;
associatedBand	has toured [[con]] performed with;
associatedBand	has performed [[adj]] [[con]] toured as;
associatedBand	performed [[con]] toured with;
associatedBand	also provided vocals for;
associatedBand	provided vocals for;
associatedBand	provided [[adj]] vocals on;
associatedBand	provided vocals;
associatedBand	provided vocals on;
associatedBand	played [[det]] drums on;
associatedBand	played drums [[con]];
associatedBand	played [[det]] trumpet in bands led by;
associatedBand	played including bands led by;
associatedBand	has played in bands including;
associatedBand	played in bands led by;
associatedBand	played with [[adj]] bands including [[det]];
associatedBand	played with bands led by;
associatedBand	also played in [[adj]] bands led by;
associatedBand	replaced;
associatedBand	had sung with;
associatedBand	also sung with;
associatedBand	discovered;
associatedBand	been known for session [[con]] touring work with;
associatedBand	best known for session work with;
associatedBand	toured [[con]] performed with;
associatedBand	has performed [[adj]] artists;
associatedBand	also performed with artists;
associatedBand	has performed [[adj]] with artists [[adj]];
associatedBand	has performed with [[adj]] artists as;
associatedBand	played bass with;
associatedBand	played bass;
associatedBand	played bass in;
associatedBand	also played bass for;
associatedBand	has performed with artists [[adj]];
associatedBand	performed with artists [[adj]];
associatedBand	performed along [[adj]] artists [[adj]];
associatedBand	has performed with artists;
associatedBand	has played alongside [[con]];
associatedBand	performing [[con]];
associatedBand	[[adj]] performing with;
associatedBand	[[con]] performing;
associatedBand	is performing as;
associatedBand	was performing;
associatedBand	is performing with;
associatedBand	performing with;
associatedBand	is performing;
associatedBand	currently performing;
associatedBand	while performing;
associatedBand	was performing with;
associatedBand	been performing with;
associatedBand	performing as;
associatedBand	[[prp]] daughter was;
associatedBand	s daughter [[con]];
associatedBand	is daughter of;
associatedBand	is daughter;
associatedBand	daughter to;
associatedBand	[[adj]] daughter [[det]];
associatedBand	[[det]] daughter [[num]];
associatedBand	[[det]] daughter of;
associatedBand	[[adj]] daughter [[adj]];
associatedBand	only daughter of;
associatedBand	[[pro]] daughter;
associatedBand	[[det]] daughter by;
associatedBand	s daughter [[det]];
associatedBand	[[prp]] daughter to;
associatedBand	[[prp]] daughter;
associatedBand	[[con]] daughter of;
associatedBand	daughter of;
associatedBand	[[con]] daughter;
associatedBand	[[det]] daughter [[det]];
associatedBand	[[adj]] daughter [[con]];
associatedBand	with daughter;
associatedBand	[[adj]] daughter;
associatedBand	s daughter in;
associatedBand	s daughter with;
associatedBand	[[det]] daughter to;
associatedBand	s daughter who;
associatedBand	[[det]] daughter [[con]];
associatedBand	daughter [[adj]];
associatedBand	was daughter;
associatedBand	[[prp]] daughter [[con]];
associatedBand	[[prp]] daughter [[det]];
associatedBand	[[det]] daughter who;
associatedBand	[[det]] daughter [[adj]];
associatedBand	daughter [[num]];
associatedBand	was daughter of;
associatedBand	as daughter;
associatedBand	[[num]] daughter [[con]];
associatedBand	daughter [[con]];
associatedBand	[[prp]] daughter [[adj]];
associatedBand	s daughter;
associatedBand	[[num]] daughter;
associatedBand	[[num]] daughter of;
associatedBand	[[det]] daughter;
associatedBand	of daughter;
associatedBand	s daughter to;
associatedBand	[[det]] daughter [[pro]];
associatedBand	[[det]] daughter with;
associatedBand	to daughter;
associatedBand	s daughter by;
associatedBand	[[adj]] daughter of;
associatedBand	to daughter of;
associatedBand	[[adj]] daughter by;
associatedBand	to replace at;
associatedBand	to replace in;
associatedBand	[[mod]] replace at;
associatedBand	[[mod]] replace in;
associatedBand	left [[det]] band to join;
associatedBand	to project;
associatedBand	[[det]] project with;
associatedBand	project for;
associatedBand	[[adj]] project with;
associatedBand	s project [[con]];
associatedBand	side project of;
associatedBand	project with;
associatedBand	played in [[adj]] bands including [[con]];
associatedBand	worked [[con]] played in [[adj]] bands including [[con]];
associatedBand	played with [[adj]] bands including;
associatedBand	[[adj]] involvement with;
associatedBand	[[prp]] involvement with;
associatedBand	s involvement with;
associatedBand	was fired at;
associatedBand	is fired from;
associatedBand	is fired by;
associatedBand	was fired from;
associatedBand	was fired by;
associatedBand	fired from;
associatedBand	also starred in [[con]] alongside;
associatedBand	which starred alongside;
associatedBand	starred alongside [[det]];
associatedBand	[[adj]] reunion with;
associatedBand	to sound;
associatedBand	[[det]] sound;
associatedBand	[[adj]] sound;
associatedBand	sound of;
associatedBand	sound [[con]];
associatedBand	which shared;
associatedBand	also shared;
associatedBand	had shared [[num]];
associatedBand	[[con]] shared;
associatedBand	shared [[det]];
associatedBand	shared [[num]];
associatedBand	shared [[adj]];
associatedBand	which shared with;
associatedBand	[[con]] shared with;
associatedBand	has shared;
associatedBand	had shared with;
associatedBand	shared [[con]];
associatedBand	has shared [[det]];
associatedBand	shared with;
associatedBand	that shared;
associatedBand	also shared with;
associatedBand	is told by;
associatedBand	been told by;
associatedBand	when told;
associatedBand	later told;
associatedBand	as told to;
associatedBand	has told;
associatedBand	once told;
associatedBand	told had;
associatedBand	told [[adj]];
associatedBand	had told [[prp]];
associatedBand	then told [[det]];
associatedBand	told [[prp]];
associatedBand	[[con]] told;
associatedBand	had told that;
associatedBand	where told;
associatedBand	later told that;
associatedBand	is told;
associatedBand	told by;
associatedBand	is told that;
associatedBand	told to;
associatedBand	told that;
associatedBand	then told that;
associatedBand	[[pro]] told;
associatedBand	as told;
associatedBand	was told [[det]];
associatedBand	was told that;
associatedBand	have told;
associatedBand	never told;
associatedBand	then told;
associatedBand	[[con]] told [[det]];
associatedBand	been told;
associatedBand	also told;
associatedBand	told [[con]];
associatedBand	[[con]] told [[pro]];
associatedBand	also told that;
associatedBand	told about;
associatedBand	[[con]] told that;
associatedBand	had told;
associatedBand	was told;
associatedBand	had told [[pro]];
associatedBand	told [[mod]];
associatedBand	that told;
associatedBand	told [[pro]];
associatedBand	later told [[pro]];
associatedBand	told was;
associatedBand	has told [[pro]];
associatedBand	who told;
associatedBand	was told by;
associatedBand	[[adj]] told;
associatedBand	had sung;
associatedBand	had sung to;
associatedBand	sung by;
associatedBand	sung as;
associatedBand	[[mod]] meet [[adj]];
associatedBand	to meet [[pro]];
associatedBand	meet with;
associatedBand	to meet up;
associatedBand	[[mod]] meet;
associatedBand	[[mod]] meet with;
associatedBand	[[con]] meet;
associatedBand	to meet with;
associatedBand	not meet [[det]];
associatedBand	[[pro]] meet;
associatedBand	meet [[con]];
associatedBand	to meet [[con]];
associatedBand	[[mod]] meet up;
associatedBand	to meet;
associatedBand	to meet [[adj]];
associatedBand	to meet [[det]];
associatedBand	[[con]] founded for;
associatedBand	who founded [[num]];
associatedBand	which founded with;
associatedBand	had founded along;
associatedBand	was founded together;
associatedBand	had founded with;
associatedBand	also founded [[con]];
associatedBand	founded when;
associatedBand	founded where;
associatedBand	founded under;
associatedBand	where founded with;
associatedBand	founded with;
associatedBand	founded along;
associatedBand	with founded;
associatedBand	[[num]] founded by;
associatedBand	[[det]] founded by;
associatedBand	founded together;
associatedBand	[[num]] founded;
associatedBand	had founded [[con]];
associatedBand	also founded with;
associatedBand	[[adj]] artist of;
associatedBand	[[det]] artist on;
associatedBand	[[det]] artist for;
associatedBand	[[adj]] artist with;
associatedBand	[[adj]] artist [[con]];
associatedBand	artist for;
associatedBand	[[adj]] artist [[adj]];
associatedBand	artist of;
associatedBand	with artist;
associatedBand	[[con]] artist;
associatedBand	[[det]] artist;
associatedBand	[[det]] artist [[con]];
associatedBand	[[adj]] artist;
associatedBand	also appeared on album;
associatedBand	appeared on [[con]] album along;
associatedBand	appeared on album;
associatedBand	appeared on [[adj]] album;
associatedBand	appeared on album [[con]];
associatedBand	appeared on [[det]] album [[con]];
associatedBand	leaves;
associatedBand	began touring with;
associatedBand	began touring [[det]];
associatedBand	has played alongside;
associatedBand	s band where played;
associatedBand	[[con]] played there [[det]] band with;
associatedBand	[[adj]] band where played;
associatedBand	has played in [[adj]] band;
associatedBand	also played with band;
associatedBand	played in band;
associatedBand	played with band;
associatedBand	[[adj]] played in band with;
associatedBand	is husband;
associatedBand	husband [[det]];
associatedBand	[[adj]] husband to;
associatedBand	[[det]] husband of;
associatedBand	s husband;
associatedBand	husband of;
associatedBand	[[adj]] husband [[con]];
associatedBand	[[prp]] husband s;
associatedBand	[[adj]] husband was;
associatedBand	with husband;
associatedBand	[[adj]] husband;
associatedBand	s husband [[con]];
associatedBand	[[adj]] husband of;
associatedBand	[[pro]] husband;
associatedBand	[[prp]] husband;
associatedBand	[[con]] husband;
associatedBand	[[prp]] husband [[con]];
associatedBand	[[det]] husband;
associatedBand	cited as;
associatedBand	was cited;
associatedBand	cited [[adj]];
associatedBand	also cited by;
associatedBand	been cited;
associatedBand	cited in;
associatedBand	been cited by;
associatedBand	was cited by;
associatedBand	often cited;
associatedBand	often cited as;
associatedBand	has cited [[con]];
associatedBand	is cited in;
associatedBand	was cited as;
associatedBand	has cited as;
associatedBand	cited by;
associatedBand	has cited;
associatedBand	cited [[con]];
associatedBand	is cited;
associatedBand	cited [[prp]];
associatedBand	also cited;
associatedBand	is cited by;
associatedBand	cited [[det]];
associatedBand	played [[det]] part alongside;
associatedBand	where played alongside;
associatedBand	also played alongside [[con]];
associatedBand	played alongside [[con]];
associatedBand	played [[det]] alongside [[con]];
associatedBand	played alongside [[adj]];
associatedBand	also played [[num]] alongside;
associatedBand	played alongside;
associatedBand	played [[num]] alongside;
associatedBand	also played alongside;
associatedBand	played [[det]] part alongside [[con]];
associatedBand	had played alongside;
associatedBand	played alongside with;
associatedBand	played alongside [[det]];
associatedBand	[[con]] played alongside;
associatedBand	with artists including;
associatedBand	is seen [[adj]];
associatedBand	be seen [[con]];
associatedBand	had seen to;
associatedBand	was seen with;
associatedBand	is seen to;
associatedBand	be seen with;
associatedBand	ever seen;
associatedBand	then seen;
associatedBand	also seen [[adj]];
associatedBand	be seen by;
associatedBand	also seen with;
associatedBand	had seen since;
associatedBand	is seen by;
associatedBand	[[det]] seen;
associatedBand	was seen by;
associatedBand	often seen as;
associatedBand	had seen in;
associatedBand	had seen [[prp]];
associatedBand	be seen to;
associatedBand	first seen;
associatedBand	seen as;
associatedBand	be seen [[adj]];
associatedBand	as seen when;
associatedBand	[[adj]] seen when;
associatedBand	was seen to;
associatedBand	have seen;
associatedBand	often seen;
associatedBand	[[adj]] seen with;
associatedBand	had seen;
associatedBand	was seen;
associatedBand	not seen;
associatedBand	s seen;
associatedBand	was seen [[adj]];
associatedBand	be seen;
associatedBand	be seen in;
associatedBand	[[adj]] seen at;
associatedBand	first seen in;
associatedBand	[[adj]] seen;
associatedBand	[[con]] seen;
associatedBand	was seen as;
associatedBand	been seen;
associatedBand	seen since;
associatedBand	later seen;
associatedBand	is seen as;
associatedBand	as seen;
associatedBand	is seen;
associatedBand	never seen;
associatedBand	be seen as;
associatedBand	[[adj]] seen by;
associatedBand	also seen;
associatedBand	also seen [[det]];
associatedBand	had seen [[det]];
associatedBand	that seen;
associatedBand	been seen with;
associatedBand	had seen [[con]];
associatedBand	is seen with;
associatedBand	[[det]] founder member [[con]];
associatedBand	[[det]] founder member of;
associatedBand	[[det]] founder member [[det]];
associatedBand	[[det]] founder [[con]] [[det]] member of;
associatedBand	[[num]] artists including;
associatedBand	[[det]] bass player for;
associatedBand	[[det]] bass player in;
associatedBand	was brought [[con]];
associatedBand	[[adj]] brought;
associatedBand	was brought out;
associatedBand	was brought with;
associatedBand	that brought;
associatedBand	been brought up;
associatedBand	who brought;
associatedBand	had brought down;
associatedBand	also brought [[det]];
associatedBand	brought by;
associatedBand	brought on;
associatedBand	was brought over;
associatedBand	was brought before;
associatedBand	brought up;
associatedBand	[[con]] brought;
associatedBand	brought together;
associatedBand	was brought as;
associatedBand	[[con]] brought in;
associatedBand	brought [[pro]];
associatedBand	then brought by;
associatedBand	was brought back;
associatedBand	when brought;
associatedBand	that brought [[con]];
associatedBand	has brought;
associatedBand	which brought;
associatedBand	also brought in;
associatedBand	was brought down;
associatedBand	who brought [[det]];
associatedBand	was brought in;
associatedBand	brought as;
associatedBand	later brought;
associatedBand	also brought;
associatedBand	brought [[con]];
associatedBand	that brought in;
associatedBand	is brought before;
associatedBand	brought [[det]];
associatedBand	brought about;
associatedBand	had brought;
associatedBand	brought with;
associatedBand	brought [[prp]];
associatedBand	was brought by;
associatedBand	is brought up;
associatedBand	have brought down;
associatedBand	been brought by;
associatedBand	brought in;
associatedBand	brought down;
associatedBand	brought back;
associatedBand	is brought to;
associatedBand	was brought;
associatedBand	brought out;
associatedBand	was brought on;
associatedBand	then brought to;
associatedBand	then brought before;
associatedBand	had brought [[det]];
associatedBand	brought along;
associatedBand	also brought out;
associatedBand	then brought;
associatedBand	brought where;
associatedBand	quit;
associatedBand	[[con]] partnered;
associatedBand	partnered [[con]];
associatedBand	was partnered by;
associatedBand	also partnered;
associatedBand	was partnered with;
associatedBand	partnered by;
associatedBand	partnered with;
associatedBand	also partnered with;
associatedBand	has partnered;
associatedBand	is partnered with;
associatedBand	also played in band;
associatedBand	had served under;
associatedBand	also served against;
associatedBand	then served [[num]];
associatedBand	later served [[con]];
associatedBand	has served as;
associatedBand	[[con]] served to;
associatedBand	later served;
associatedBand	[[adj]] served for;
associatedBand	then served as;
associatedBand	served was;
associatedBand	[[con]] served;
associatedBand	[[con]] served [[num]];
associatedBand	has served [[con]];
associatedBand	had served as;
associatedBand	has served twice;
associatedBand	twice served as;
associatedBand	also served where;
associatedBand	[[con]] served with;
associatedBand	also served;
associatedBand	have served with;
associatedBand	had served [[con]];
associatedBand	served when;
associatedBand	[[con]] served when;
associatedBand	[[num]] served on;
associatedBand	served also;
associatedBand	first served as;
associatedBand	when served as;
associatedBand	[[con]] served where;
associatedBand	first served;
associatedBand	of served;
associatedBand	then served under;
associatedBand	served before;
associatedBand	first served [[con]];
associatedBand	was served as;
associatedBand	served until;
associatedBand	served while;
associatedBand	also served along;
associatedBand	have served as;
associatedBand	had served on;
associatedBand	also served [[num]];
associatedBand	also served [[con]];
associatedBand	then served;
associatedBand	served becoming;
associatedBand	also served twice;
associatedBand	where served under;
associatedBand	[[det]] served as;
associatedBand	[[num]] served;
associatedBand	then served until;
associatedBand	then served before;
associatedBand	served twice;
associatedBand	served after;
associatedBand	has served by;
associatedBand	served by;
associatedBand	while served as;
associatedBand	served again;
associatedBand	[[adj]] served;
associatedBand	served [[num]];
associatedBand	also served when;
associatedBand	also served as;
associatedBand	served first;
associatedBand	served where;
associatedBand	also served after;
associatedBand	formerly served as;
associatedBand	later served from;
associatedBand	who served under;
associatedBand	[[con]] served under;
associatedBand	served then;
associatedBand	again served as;
associatedBand	served as;
associatedBand	again served under;
associatedBand	served under;
associatedBand	who served as;
associatedBand	where served;
associatedBand	once served as;
associatedBand	then served to;
associatedBand	has served to;
associatedBand	have served;
associatedBand	later served under;
associatedBand	[[con]] served as;
associatedBand	had served;
associatedBand	when served;
associatedBand	which served;
associatedBand	where served as;
associatedBand	later served as;
associatedBand	served along;
associatedBand	served [[prp]];
associatedBand	served against;
associatedBand	whom served;
associatedBand	has served;
associatedBand	[[pro]] served as;
associatedBand	served to;
associatedBand	where served to;
associatedBand	also served to;
associatedBand	while served;
associatedBand	[[adj]] served as;
associatedBand	also served under;
associatedBand	who served;
associatedBand	has served under;
associatedBand	served [[con]];
associatedBand	served [[adj]];
associatedBand	have served in;
associatedBand	hired;
associatedBand	cites;
associatedBand	[[prp]] guitar technique [[con]];
associatedBand	[[adj]] rock band;
associatedBand	[[det]] rock band;
associatedBand	rock band;
associatedBand	has sung [[det]];
associatedBand	[[num]] songs [[con]];
associatedBand	songs from;
associatedBand	songs [[con]];
associatedBand	songs on;
associatedBand	songs [[num]];
associatedBand	[[adj]] songs [[con]];
associatedBand	songs as;
associatedBand	[[adj]] songs with;
associatedBand	[[adj]] songs for;
associatedBand	[[prp]] songs [[det]];
associatedBand	[[adj]] songs;
associatedBand	[[con]] songs;
associatedBand	[[num]] songs with;
associatedBand	s songs [[con]];
associatedBand	[[num]] songs;
associatedBand	songs for;
associatedBand	[[num]] songs on;
associatedBand	[[det]] songs of;
associatedBand	s performance with;
associatedBand	[[adj]] performance with;
associatedBand	[[adj]] performance in;
associatedBand	performance against;
associatedBand	[[adj]] performance [[con]];
associatedBand	[[adj]] performance by;
associatedBand	performance at;
associatedBand	s performance against;
associatedBand	[[adj]] performance against;
associatedBand	[[adj]] performance for;
associatedBand	performed;
associatedBand	has performed [[con]] toured with;
associatedBand	know [[pro]];
associatedBand	to know how;
associatedBand	to know where;
associatedBand	to know;
associatedBand	to know [[det]];
associatedBand	to know why;
associatedBand	does know;
associatedBand	to know that;
associatedBand	know that;
associatedBand	not know that;
associatedBand	to know [[con]];
associatedBand	know [[det]];
associatedBand	not know what;
associatedBand	[[con]] know;
associatedBand	not know;
associatedBand	that know;
associatedBand	[[mod]] know;
associatedBand	to know [[adj]];
associatedBand	to know who;
associatedBand	[[pro]] know that;
associatedBand	to know whether;
associatedBand	[[adj]] bass player of;
associatedBand	bass player for;
associatedBand	[[adj]] tenure at;
associatedBand	s tenure in;
associatedBand	tenure at;
associatedBand	s tenure with;
associatedBand	s tenure at;
associatedBand	[[prp]] tenure with;
associatedBand	s tenure;
associatedBand	[[con]] reformed [[det]];
associatedBand	[[con]] reformed;
associatedBand	reformed [[det]];
associatedBand	stayed on;
associatedBand	stayed at;
associatedBand	stayed with;
associatedBand	stayed when;
associatedBand	stayed before;
associatedBand	stayed for;
associatedBand	stayed there;
associatedBand	stayed until;
associatedBand	stayed as;
associatedBand	been playing with;
associatedBand	by playing for;
associatedBand	back playing [[det]];
associatedBand	also playing for;
associatedBand	up playing for;
associatedBand	been playing in;
associatedBand	is playing in;
associatedBand	before playing for;
associatedBand	now playing for;
associatedBand	after playing for;
associatedBand	is playing for;
associatedBand	playing in;
associatedBand	[[det]] playing;
associatedBand	currently playing for;
associatedBand	when playing for;
associatedBand	now playing in;
associatedBand	was playing on;
associatedBand	playing against;
associatedBand	of playing;
associatedBand	[[pro]] playing for;
associatedBand	back playing for;
associatedBand	was playing for;
associatedBand	from playing in;
associatedBand	after playing at;
associatedBand	was playing [[adj]];
associatedBand	currently playing with;
associatedBand	while playing for;
associatedBand	[[det]] playing for;
associatedBand	[[adj]] playing with;
associatedBand	was playing in;
associatedBand	on playing for;
associatedBand	currently playing in;
associatedBand	[[adj]] playing in;
associatedBand	[[num]] playing for;
associatedBand	[[adj]] playing for;
associatedBand	before playing with;
associatedBand	still playing for;
associatedBand	was playing against;
associatedBand	playing for;
associatedBand	while playing with;
associatedBand	then playing for;
associatedBand	been playing for;
